Temperature,Humidite,Pluviometrie_mm,NDVI,RendementEstime_t_ha,RendementMoyenZone_t_ha,Surface_ha,AgeCulture_jours,RatioRendement,IndiceStressThermoHydrique,ProductionTotaleEstimee_t,Ecart_NDVI_Typique,Capteur_Manuel,Capteur_Satellite,Capteur_Station_Sol,StadeCulture_Levée,StadeCulture_Maturation,StadeCulture_Récolte,StadeCulture_Semis,StadeCulture_Tallage,TypeCulture_Colza,TypeCulture_Maïs,TypeCulture_Tournesol,TypeCulture_Vigne,TypeSol_Calcaire,TypeSol_Limoneux,TypeSol_Sableux,Irrigation_Aucune,Irrigation_Goutte-à-goutte,Irrigation_Gravitaire,Region_Bourgogne-Franche-Comté,Region_Bretagne,Region_Centre-Val de Loire,Region_Grand Est,Region_Hauts-de-France,Region_Normandie,Region_Nouvelle-Aquitaine,Region_Occitanie,Region_Pays de la Loire
4.2,46.1,1.3,0.6414,10.4,9.95,182.07,290,1.045225080175799,226.38,1893.528,0.05919999999999992,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
24.1,62.7,16.9,0.505,3.23,2.19,179.43,155,1.4748791101410497,898.93,579.5589,-0.07709999999999995,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
2.6,66.6,10.2,0.5702,2.61,3.49,187.48,320,0.7478488600319196,86.84000000000002,489.3228,-0.02429999999999999,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
15.4,45.4,1.8,0.4587,9.67,9.33,18.06,584,1.036440475412138,840.84,174.6402,-0.1431,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
23.6,71.3,0.4,0.5684,2.53,2.99,60.21,485,0.8461510162173369,677.3200000000002,152.3313,-0.018650000000000055,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4.8,60.9,14.1,0.5078,10.02,9.44,72.72,343,1.061439553559795,187.68,728.6544,-0.09399999999999997,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
27.6,40.5,0.3,0.4467,8.97,8.33,115.72,120,1.076829439580505,1642.2,1038.0084000000002,-0.14295000000000002,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17.6,88.0,7.0,0.351,4.06,3.22,119.6,0,1.2608656494855603,211.20000000000002,485.5759999999999,-0.24350000000000005,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
21.2,45.7,2.0,0.9105,6.89,7.08,7.05,116,0.9731624672846507,1151.1599999999999,48.57449999999999,0.3143,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
30.9,43.7,0.6,0.748,5.26,6.27,23.12,100,0.8389141325133453,1739.6699999999998,121.6112,0.18620000000000003,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0
24.2,54.9,21.0,0.3712,7.0,9.26,182.07,108,0.7559387084895157,1091.42,1274.49,-0.23060000000000003,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
20.2,54.8,0.0,0.8494,2.42,2.72,154.95,470,0.889702611387458,913.0400000000001,374.979,0.2673000000000001,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
29.8,74.8,4.8,0.674,6.23,6.36,170.52,171,0.9795582082418111,750.9600000000002,1062.3396000000002,0.0798000000000001,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0
12.1,70.2,2.2,0.6412,7.21,9.37,119.57,0,0.7694762332164,360.5799999999999,862.0997,0.05899999999999994,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
19.4,113.5,4.0,0.4718,9.67,7.31,7.05,219,1.322843607601084,-261.9,68.1735,-0.11145000000000005,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0
13.5,61.1,1.3,0.696,3.89,7.05,52.93,266,0.5517722669896923,525.15,205.89770000000001,0.1127499999999999,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20.7,85.1,0.3,0.3659,2.57,2.42,31.92,559,1.0619790827310631,308.4300000000001,82.0344,-0.21619999999999995,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
22.2,61.6,1.8,0.4018,1.85,2.96,168.41,133,0.6249978885206469,852.4799999999999,311.5585,-0.2142,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
11.4,91.2,7.0,0.5531,3.37,3.66,57.0,0,0.9207625115778372,100.31999999999996,192.09,-0.04139999999999999,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7.6,84.7,4.5,0.3828,3.04,2.42,161.76,0,1.256193156226627,116.27999999999997,491.75039999999996,-0.19929999999999998,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
18.2,76.4,2.9,0.6459,2.25,2.69,129.2,252,0.8364281173675934,429.51999999999987,290.7,0.04810000000000003,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
23.9,89.5,0.0,0.7094,7.87,7.19,110.76,9,1.0945742773654001,250.95,871.6812000000001,0.135,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
6.8,38.6,7.8,0.8022,1.97,2.13,137.21,344,0.9248782869563993,417.52,270.3037,0.20440000000000003,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
15.1,53.8,17.7,0.7939,11.15,9.76,176.97,0,1.1424168622778053,697.62,1973.2155,0.20425000000000004,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0
10.9,89.9,0.7,0.5868,3.51,7.75,110.76,328,0.45290264141594655,110.08999999999995,388.7676,0.012399999999999967,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24.3,58.7,9.7,0.6107,6.84,6.51,174.99,40,1.0506896302770656,1003.5899999999999,1196.9316000000001,0.048900000000000055,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
25.3,59.3,14.5,0.307,7.47,7.35,18.95,123,1.0163251478569417,1029.71,141.5565,-0.2674,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
26.3,40.3,9.1,0.5175,11.67,9.01,127.93,397,1.2952260874294257,1570.1100000000001,1492.9431,-0.07215000000000005,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
29.8,73.7,14.8,0.6255,7.4,7.72,35.32,470,0.9585479811554649,783.7399999999999,261.368,0.05109999999999992,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
20.0,71.3,0.2,0.9046,11.02,8.87,184.54,0,1.242388678254027,574.0,2033.6308,0.31494999999999995,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
21.8,56.3,5.0,0.1508,4.35,6.1,126.45,164,0.7131135850596967,952.6600000000001,550.0575,-0.44339999999999996,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
19.5,91.0,4.4,0.7541,5.96,5.34,92.12,477,1.1161027788337476,175.5,549.0352,0.15539999999999998,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
5.7,92.0,0.1,0.4747,10.18,8.98,184.54,0,1.133629027139168,45.6,1878.6172,-0.10750000000000004,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
23.7,52.9,0.6,0.7943,5.49,5.84,106.42,510,0.9400668834471175,1116.27,584.2458,0.23250000000000004,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
9.8,73.6,4.3,0.6544,3.24,2.93,3.05,0,1.1057982737260281,258.7200000000001,9.882,0.05369999999999997,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
18.6,56.3,13.9,0.7394,3.82,3.27,93.2,0,1.1681921462013878,812.8200000000002,356.024,0.16559999999999997,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
12.8,80.7,0.0,0.5206,6.52,9.63,76.28,0,0.677050179594829,247.03999999999996,497.3456,-0.0616000000000001,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
-0.4,52.1,19.9,0.7834,7.48,5.44,100.3,192,1.374997472431117,-19.16,750.244,0.18530000000000002,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2.7,136.2,7.3,0.775,3.34,3.74,57.0,0,0.8930457405194103,-97.73999999999998,190.38,0.20120000000000005,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18.8,11.1,110.5,0.5384,5.33,7.8,151.11,24,0.6833324572660805,1671.3200000000002,805.4163000000001,-0.03600000000000003,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
20.8,95.0,1.0,0.8816,7.56,7.82,36.48,33,0.9667506819044988,104.0,275.7888,0.30720000000000003,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1
26.3,83.0,11.3,0.7216,9.67,7.43,188.4,24,1.3014787328684618,447.1,1821.828,0.12540000000000007,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
28.9,92.6,1.1,0.3756,1.98,2.81,169.24,45,0.7046238269614699,213.86000000000016,335.09520000000003,-0.2404,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23.5,85.0,10.5,0.8195,3.24,3.66,61.98,95,0.8852434829413034,352.5,200.8152,0.20705000000000007,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0
26.8,69.5,10.8,0.5441,6.62,7.5,76.6,44,0.882665489779347,817.4,507.092,-0.052099999999999924,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18.0,85.5,0.5,0.309,2.2,2.31,20.13,189,0.9523768295375346,261.0,44.286,-0.27309999999999995,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
18.2,50.1,10.1,0.6251,5.88,7.01,93.66,0,0.8388005152631737,908.18,550.7207999999999,0.028900000000000037,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15.7,38.6,9.3,0.6067,10.61,8.92,88.44999999999999,49,1.189460549932119,963.9799999999999,938.4544999999998,0.024499999999999966,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23.8,56.1,3.7,0.3258,3.14,4.15,143.35,0,0.7566246828320896,1044.82,450.119,-0.26870000000000005,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
22.4,73.5,2.8,0.9037,3.05,1.9,74.04,75,1.605254709185741,593.5999999999999,225.822,0.28769999999999996,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
23.3,92.9,4.0,0.6358,6.66,6.43,166.83,0,1.035768218089863,165.42999999999986,1111.0878,0.07400000000000007,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
31.3,60.7,1.2,0.818,2.22,2.65,138.84,445,0.8377326878011782,1230.09,308.2248,0.2359,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
20.2,64.6,16.1,0.8855,1.88,1.67,74.04,0,1.1257417620253771,715.08,139.1952,0.27065000000000006,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24.0,93.0,27.6,0.3394,4.34,3.54,17.31,95,1.2259852373298379,168.0,75.1254,-0.26209999999999994,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
0.8,69.4,3.4,0.5438,7.4399999999999995,8.14,94.63,255,0.9140037911501336,24.479999999999997,704.0472,-0.04254999999999998,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
16.5,52.2,4.9,0.4692,7.46,7.68,132.65,69,0.9713529018842424,788.6999999999999,989.5690000000001,-0.10520000000000002,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
22.9,54.2,1.7,0.9109,5.71,7.92,50.16,114,0.7209586856582252,1048.82,286.4136,0.3365,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
12.9,50.3,7.1,0.616,2.27,2.95,123.25,0,0.7694889169867221,641.1300000000001,279.7775,0.0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
13.6,89.1,7.6,0.8338,6.79,8.8,123.18,297,0.7715900322840542,148.24000000000007,836.3922,0.24349999999999994,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0
18.0,86.9,3.7,0.8239,3.6,3.24,21.03,142,1.1111076817664143,235.7999999999999,75.70800000000001,0.21145000000000003,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
19.7,64.4,6.8,0.8555,7.58,8.26,3.05,119,0.9176744338081916,701.3199999999998,23.119,0.2811,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
24.1,91.2,4.9,0.6502,7.52,6.89,153.22,459,1.0914352809357317,212.07999999999996,1152.2143999999998,0.07579999999999998,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15.2,57.3,3.9,0.8344,2.51,3.61,27.57,0,0.6952889327176378,649.04,69.2007,0.26060000000000005,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
7.0,75.8,7.7,0.6323,5.45,6.79,18.95,0,0.8026497751844254,169.40000000000003,103.2775,0.00814999999999999,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
27.6,56.3,1.6,0.6604,3.59,3.45,14.1,159,1.040576693980597,1206.1200000000001,50.619,0.04795000000000005,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
16.8,71.4,2.8,0.907,11.1,8.93,158.35,210,1.2429997278838434,480.4799999999999,1757.685,0.32575,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
13.7,41.4,0.4,0.5328,1.84,2.4,109.56,0,0.7666634722355324,802.8199999999999,201.59040000000002,-0.06499999999999995,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
19.0,81.2,7.0,0.5074,4.67,6.1,24.5,142,0.7655725154548928,357.19999999999993,114.41499999999999,-0.0907,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
2.4,68.4,8.9,0.7493,2.7,2.5,178.63,0,1.07999568001728,75.83999999999999,482.30100000000004,0.15149999999999997,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
21.3,46.2,0.7,0.796,5.76,5.91,62.77,547,0.9746176402408795,1145.94,361.5552,0.19790000000000008,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0
26.0,63.1,2.2,0.6906,3.22,3.66,187.48,510,0.8797790169972213,959.4,603.6856,0.07815000000000005,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22.1,76.2,7.1,0.1576,6.48,5.21,168.74,92,1.243759608906701,525.98,1093.4352000000001,-0.4366,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
18.3,82.3,0.0,0.6442,7.55,10.01,19.88,540,0.754245000754245,323.9100000000001,150.094,0.06294999999999995,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25.4,46.8,1.2,0.8073,4.36,3.34,72.6,0,1.3053853132176252,1351.28,316.536,0.19485000000000008,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
6.1,88.6,26.0,0.3939,5.95,8.4,46.82,0,0.708332490080369,69.54000000000003,278.579,-0.23025,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
23.5,58.9,11.7,0.4858,2.67,3.08,37.26,529,0.8668803023366807,965.85,99.48419999999999,-0.10870000000000002,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
7.4,44.8,8.7,0.5621,3.01,2.93,73.82,0,1.02730024812202,408.48,222.19819999999996,-0.03859999999999997,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
11.7,40.1,0.3,0.3698,6.03,7.14,157.15,31,0.8445366323016356,700.8299999999999,947.6145,-0.24149999999999994,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
25.9,69.3,27.4,0.7685,1.9,2.1,89.98,136,0.9047575963923981,795.13,170.962,0.1814499999999999,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
17.2,88.6,4.2,0.6497,3.51,4.08,138.72,163,0.860292009088213,196.0800000000001,486.9072,0.05520000000000003,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
15.4,44.1,1.3,0.4061,6.34,6.09,56.47,237,1.041049193679485,860.86,358.0198,-0.18809999999999993,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22.8,61.8,0.4,0.583,3.95,3.67,150.76,121,1.07629134525519,870.96,595.502,-0.011500000000000066,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4.9,78.1,0.9,0.3292,8.74,8.79,38.62,202,0.9943105866773759,107.31000000000003,337.5388,-0.2726,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30.4,41.8,9.5,0.4566,4.54,6.09,184.43,68,0.7454831765465082,1769.28,837.3122000000001,-0.15469999999999995,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
2.7,90.9,4.3,0.8821,2.19,2.57,160.3,0,0.8521367621137661,24.569999999999986,351.057,0.2672500000000001,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0
17.3,83.0,3.1,0.8758,7.94,8.84,138.47,0,0.8981890291979309,294.1,1099.4518,0.274,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
20.9,61.1,5.9,0.3771,7.73,5.85,41.92,520,1.3213652626234829,813.0099999999999,324.0416,-0.22160000000000002,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
15.0,79.5,1.8,0.6167,11.52,10.4,101.795,8,1.1076912426045744,307.5,1172.6784,0.034499999999999975,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
22.5,45.6,10.8,0.6938,6.2,7.43,27.15,111,0.834453789429624,1224.0,168.32999999999998,0.09760000000000002,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
25.5,52.2,9.0,0.5677,5.26,5.8,126.36,84,0.9068949881120895,1218.8999999999999,664.6536,-0.026499999999999968,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
26.6,35.9,9.2,0.4254,1.89,8.01,143.39,0,0.23595476160454232,1705.06,271.0071,-0.14900000000000002,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
6.3,46.3,15.8,0.3524,6.07,5.65,69.34,306,1.074334381709059,338.31,420.89380000000006,-0.25889999999999996,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
7.3,35.4,3.4,0.539,4.46,5.34,174.99,274,0.8352044284561265,471.5799999999999,780.4554,-0.07229999999999992,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
17.8,76.8,0.5,0.8952,4.61,6.21,184.43,221,0.7423498512884843,412.9600000000001,850.2223000000001,0.30100000000000005,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
16.3,37.7,2.9,0.1278,9.12,7.39,166.43,506,1.2340984653606693,1015.49,1517.8416,-0.4683999999999999,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
-1.8,52.2,4.5,0.3874,4.33,4.01,67.28,0,1.079797805990509,-86.03999999999999,291.3224,-0.2122,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
23.6,62.8,12.6,0.7014,8.05,7.01,184.73,113,1.148357848276964,877.9200000000001,1487.0765000000001,0.127,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25.1,57.8,6.0,0.6944,3.08,4.15,168.98,129,0.7421668863448522,1059.22,520.4584,0.09989999999999999,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
30.4,38.1,1.1,0.8379,0.56,2.05,20.13,487,0.2731693991736626,1881.7599999999998,11.2728,0.2219,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
20.6,39.9,7.5,0.4826,2.29,3.0,144.55,134,0.7633307888973704,1238.0600000000002,331.01950000000005,-0.1044500000000001,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15.8,18.8,6.2,0.8513,6.13,7.88,188.4,332,0.7779177945205653,1282.96,1154.892,0.2768999999999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
2.5,86.1,7.8,0.9145,7.69,9.19,16.91,0,0.8367781971945625,34.750000000000014,130.0379,0.3167,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
28.2,39.3,17.0,0.651,6.52,8.62,36.86,488,0.7563796329702634,1711.74,240.32719999999998,0.06974999999999998,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
13.2,45.0,3.0,0.8897,5.4,7.83,157.15,350,0.6896542916292573,726.0,848.6100000000001,0.2784000000000001,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
21.7,63.1,8.5,0.7305,4.01,2.15,8.68,109,1.8651076041506782,800.7299999999999,34.806799999999996,0.12900000000000011,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
5.1,74.8,1.2,0.4934,8.84,7.92,50.16,326,1.1161602068684258,128.52,443.41439999999994,-0.09294999999999992,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
11.4,46.7,14.4,0.3854,5.29,5.74,11.95,0,0.9216011818794742,607.62,63.2155,-0.22589999999999993,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
17.8,68.5,0.1,0.8249,7.81,7.3,55.23,300,1.0698615481348657,560.7,431.3462999999999,0.20074999999999998,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0
19.7,70.7,8.2,0.4892,3.33,3.42,170.71,91,0.9736813635047851,577.2099999999999,568.4643000000001,-0.1122999999999999,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
13.9,47.4,8.0,0.7093,5.58,6.88,11.95,227,0.8110453327829465,731.14,66.681,0.11510000000000009,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
5.1,89.4,3.5,0.332,2.68,2.35,23.15,0,1.1404206790609401,54.05999999999997,62.042,-0.25009999999999993,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
24.3,40.2,3.9,0.5956,3.97,3.52,140.96,398,1.1278377050065198,1453.1399999999999,559.6112,-0.005899999999999905,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
1.4,64.0,3.3,0.7349,6.34,7.31,93.66,0,0.8673038750972981,50.4,593.8044,0.15164999999999995,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
2.7,76.5,9.0,0.3054,7.84,9.82,18.06,243,0.7983698590938298,63.45,141.5904,-0.28490000000000004,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
11.8,63.6,0.9,0.5329,2.12,1.66,58.47,12,1.2771007403569858,429.52,123.9564,-0.06779999999999997,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
-3.1,55.8,5.5,0.4317,3.61,3.91,67.08,0,0.9232712959813402,-137.02,242.15879999999999,-0.16280000000000006,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0
5.6,91.3,4.4,0.5452,3.11,2.9,178.63,0,1.072410095137603,48.72000000000001,555.5392999999999,-0.03689999999999993,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0
13.3,43.2,7.8,0.4149,2.95,3.73,115.8,262,0.7908825981699781,755.44,341.61,-0.18470000000000003,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
